artist,album,track,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Vicktor Taiwò,"Girls, Vol. 3 (Music From The HBO Original Series)",Curse,7ruKrERiJzyiuV9jmLLJ51,0.433,0.308,2,-12.311,1,0.0404,0.691,4.82e-05,0.108,0.353,136.139,228920,4
AURORA,"Girls, Vol. 3 (Music From The HBO Original Series)",Life On Mars,6tdixrrHbOHQfdamvcyOes,0.353,0.0866,9,-9.635,1,0.0533,0.95,1.47e-05,0.0914,0.0377,69.163,301400,3
Michael Penn,"Girls, Vol. 3 (Music From The HBO Original Series)",Anchors Aweigh,72AvOu9IEQZ8VYWVw0rKG5,0.317,0.326,3,-8.234,1,0.032,0.89,0.00134,0.112,0.313,166.264,153187,3
Lucy Rose,"Girls, Vol. 3 (Music From The HBO Original Series)",Shiver,0u1wpHKH577Etowcerezcl,0.515,0.187,6,-13.662,0,0.0306,0.686,0.000111,0.0988,0.139,61.575,232280,4
Waxahatchee,"Girls, Vol. 3 (Music From The HBO Original Series)",With You,3PLASUjsOs6QzSXafQkCLG,0.443,0.636,6,-5.649,1,0.0333,0.00328,0.000159,0.108,0.175,137.281,271240,4
Michael Penn,"Girls, Vol. 3 (Music From The HBO Original Series)",Good Girl Down,5lYGIySpRspxLuZk73I1Oc,0.534,0.446,2,-8.527,1,0.0279,0.056,0.439,0.141,0.325,135.769,232640,4
Against The Current,Runaway,Runaway,1Y7pwjf7fbHSNmWvVJURWo,0.568,0.937,5,-3.037,1,0.0641,0.0454,1.18e-06,0.147,0.857,114.974,212000,4
Icona Pop,Someone Who Can Dance,Someone Who Can Dance,1OM8dwdiO2sBJ0p90wYNtm,0.772,0.881,5,-2.641,0,0.0859,0.0121,0.00195,0.234,0.593,119.993,172261,4
Jon Bellion,All Time Low (Acoustic),All Time Low - Acoustic,6HHJxsLsk7clcPOaNEZfqW,0.449,0.528,9,-8.956,0,0.191,0.786,1.33e-06,0.231,0.729,98.403,222702,3
Jon Bellion,Woke The F*ck Up,Woke The F*ck Up,1OR2QkSykQUPvdSu5ALd8D,0.684,0.622,8,-5.336,1,0.103,0.0415,0.0,0.0652,0.596,94.021,222250,4
Jon Bellion,The Definition,Luxury,5CgFGKdTn8R5dXGEPEX6Gm,0.67,0.393,9,-9.158,1,0.122,0.0159,0.000307,0.104,0.193,77.461,243459,4
Jillian Jacqueline,Prime,Prime,18yAU9fCE1sbnZsUTmCrdj,0.559,0.837,8,-5.096,0,0.0719,0.00512,1.5e-06,0.308,0.442,162.043,204333,4
PVRIS,You and I,You and I,26WlFnTlUSM5R0xg5p6epW,0.52,0.827,10,-7.225,0,0.0514,0.0412,0.0235,0.0999,0.411,101.99,270000,4
Bishat,Sober,Sober,17iBsSpB6Vysg3Gfvjrlmg,0.613,0.696,6,-5.753,1,0.0465,0.00715,0.00587,0.105,0.477,149.853,200533,4
XYLØ,America EP,BLK CLD,3k6BkFw0vPLgqy9uxIgHmm,0.585,0.599,4,-7.085,0,0.0431,0.0577,0.000793,0.0664,0.325,129.958,220885,4
The Knocks,Love Me Like That (feat. Carly Rae Jepsen),Love Me Like That (feat. Carly Rae Jepsen),5nPZn724eW06CNxTv3xQrV,0.739,0.727,11,-5.587,1,0.0439,0.0552,0.000257,0.239,0.786,118.006,271453,4
Shura,Nothing's Real,Touch,2ylVfK4pVfeSV4zxieyT2B,0.731,0.662,9,-11.58,0,0.255,0.568,0.00102,0.22,0.432,89.927,214556,4
Weezer,King Of The World,King Of The World,2hvjANvogqQu3ikKX8By3H,0.433,0.879,6,-5.395,1,0.067,0.0168,0.0,0.0688,0.536,79.982,204480,4
Charli XCX,Vroom Vroom EP,Vroom Vroom,5hyq3LBlCfjRQAFkdQwe8o,0.836,0.684,11,-5.818,1,0.241,0.122,0.0,0.0854,0.514,151.007,193271,4
Mayer Hawthorne,Man About Town,Love Like That,6fjUgyZisgLT23K6RqhSh6,0.877,0.67,3,-4.198,0,0.0401,0.0458,6.43e-05,0.101,0.888,125.94,245027,4
K. Michelle,Time,Time,3ruTWhgHnvFkf0wbjQ6CSt,0.408,0.517,5,-6.408,1,0.0464,0.391,0.000986,0.552,0.438,124.336,277557,4
Nicky Romero,Protocol presents Miami 2016 by Florian Picasso & Blinders,Future Funk - Radio Edit,5eGWUoPUz6aAWMj1OI2iLU,0.725,0.868,11,-4.448,0,0.0344,0.00686,5.36e-05,0.115,0.55,120.02,197346,4
James TW,Chapters,When You Love Someone,0TXNKTzawI6VgLoA9UauRp,0.681,0.453,7,-6.09,1,0.0278,0.263,0.0,0.0543,0.348,125.772,216560,4
The Starting Line,Anyways - EP,Luck,4NviuaNRqlZOltJwqhtIX6,0.39,0.912,3,-4.269,1,0.037,0.000186,8.47e-06,0.337,0.48,156.196,242893,4
Run River North,Drinking from a Salt Pond,Pretender,0s4OhFKEPCbxz7Ooh38ZP1,0.596,0.849,6,-3.959,1,0.0274,0.00293,9.17e-05,0.0869,0.424,102.004,224053,4
Zedd,Candyman,Candyman,0NWQTyapmz4GuDTSN9xTB7,0.572,0.864,2,-4.098,0,0.0477,0.0215,0.0,0.375,0.26,149.945,178920,4
The Rocket Summer,Zoetic,Help Me Out,5wDJWfAfrXBniJ6nFIO1xt,0.507,0.886,9,-5.055,1,0.0972,0.00258,0.0,0.18,0.673,155.046,164272,4
WILDES,Bare,Bare,6NitsxPvFMBaIk3hANnwYk,0.524,0.421,3,-10.38,0,0.027,0.778,0.00442,0.0892,0.139,129.881,242060,4
Flo Rida,Hello Friday (feat. Jason Derulo),Hello Friday (feat. Jason Derulo),2UIRHeHi72VP5WBMAfkPe5,0.768,0.881,9,-4.392,0,0.113,0.0188,3.65e-06,0.298,0.502,99.98,201238,4
Josef Salvat,Night Swim (Deluxe),Paradise,49a8QMjWv68xyGEW6LwIr3,0.61,0.765,3,-5.459,0,0.042,0.00594,1.38e-05,0.279,0.525,114.003,208107,4
The Struts,Everybody Wants,Only Just A Call Away,3YXVnD4ITbQN9ddc3mKxRY,0.535,0.764,5,-5.335,1,0.0469,0.000599,0.0,0.124,0.258,149.976,184400,4
ZAYN,iT's YoU,iT's YoU,1dB3Hsi3LfViWtqE8Sj8pr,0.615,0.336,5,-10.839,1,0.0345,0.807,0.0272,0.108,0.151,124.945,230481,4
Kaptan,Jump - Single,Jump,4Yymp9fzVBB6WFSdyA9VVs,0.697,0.669,4,-6.524,0,0.0343,0.11,0.00874,0.119,0.292,118.003,194412,4
Hailee Steinfeld,HAIZ,Rock Bottom,2qxaR31Te4xDR2yO6LqM8z,0.612,0.706,8,-5.036,1,0.0602,0.313,0.0,0.053,0.724,157.964,198240,4
Macklemore & Ryan Lewis,This Unruly Mess I've Made,Light Tunnels (feat. Mike Slap),0QpzoIZllmuBHbC5CcLh1B,0.457,0.859,10,-6.023,0,0.263,0.497,0.0,0.0862,0.536,99.402,397707,4
Macklemore & Ryan Lewis,This Unruly Mess I've Made,Kevin (feat. Leon Bridges),7dhgF1deu0v1LwDrugH7gc,0.718,0.688,8,-7.127,1,0.282,0.539,0.0,0.125,0.368,95.087,280200,4
Macklemore & Ryan Lewis,This Unruly Mess I've Made,Let's Eat (feat. Xperience),5nmGQUpxlS4ENe0XMR8mJB,0.684,0.65,0,-6.866,0,0.0863,0.761,0.0,0.355,0.744,107.485,175480,4
Macklemore & Ryan Lewis,This Unruly Mess I've Made,The Train (feat. Carla Morrison),1Xl0Rt4bMdEw5n0nMax2qH,0.678,0.415,0,-11.561,1,0.139,0.665,0.0,0.106,0.333,114.987,187213,4
The Knocks,55,Comfortable (feat. X Ambassadors),6KkLg2UJB4sUIbtDyc8Esu,0.764,0.757,10,-7.049,0,0.0494,0.00166,0.0517,0.102,0.669,115.016,242013,4
VÉRITÉ,Underdressed,Underdressed,0v9W4BfBwrxFLzRqWnqXPZ,0.549,0.539,10,-5.38,1,0.0317,0.322,1.42e-06,0.126,0.243,136.128,234202,4
Marian Hill,ACT ONE (The Complete Collection),Down,0ZQfn5nh2TnVE6Q0AT8eXr,0.681,0.358,0,-14.701,0,0.138,0.677,0.00411,0.124,0.0682,113.402,197773,5
Big Gigantic,The Little Things (feat. Angela McCluskey),The Little Things (feat. Angela McCluskey),4mv5scFstr5JbVpB2jG3IS,0.497,0.878,0,-5.397,0,0.0506,0.000545,0.192,0.238,0.453,146.008,286027,4
Lukas Graham,Lukas Graham,You're Not There,3cdmLOVYY9vht4a1THRJcZ,0.766,0.516,2,-7.809,0,0.0474,0.0606,3.45e-05,0.102,0.296,92.059,202893,4
Albin Lee Meldau,About You,Lou Lou,5JZWiZ8ePCWYqoX99fdUbB,0.499,0.21,11,-9.433,0,0.0386,0.854,2.71e-05,0.0968,0.282,122.656,128280,4
Phoebe Ryan,Chronic,Chronic,7oYQd6PfHPwvEBgn5slIrx,0.626,0.765,1,-4.102,1,0.0437,0.289,5.97e-06,0.057,0.638,93.049,198773,4
Gallant,Ology,Bourbon,3Dp5SHGbRIqjGGI3cPdESA,0.515,0.664,0,-7.032,1,0.0647,0.0186,0.0,0.106,0.501,153.896,279360,4
Moxie Raia,On My Mind (feat. Pusha T),On My Mind (feat. Pusha T),6Q97WUFu7QrLr85Nct7iOT,0.412,0.809,7,-3.199,1,0.154,0.0223,0.0,0.0411,0.312,173.812,296552,4
Louis Futon,Wasted on You,Wasted on You,3cz4pIcDCo64tcE0jh9xkZ,0.662,0.848,4,-4.304,0,0.261,0.185,0.00572,0.132,0.575,88.999,224120,4
Miike Snow,iii,Lonely Life,0UnRCKkL5LCZbaTO0kHKMk,0.584,0.796,0,-4.951,1,0.0362,0.0633,0.000247,0.318,0.365,92.011,195227,4
The Strumbellas,Hope,Shovels & Dirt,7s55sjcxPmungNSC1enJTc,0.566,0.493,3,-9.16,1,0.0313,0.12,0.0,0.12,0.322,77.498,241987,1
Lights,Meteorites,Meteorites,3E2vhSOMLEvXAT8NzxUjTd,0.453,0.317,4,-8.464,1,0.0272,0.769,4.45e-05,0.11,0.101,78.169,307707,4
Hotel Garuda,Smoke Signals,Smoke Signals,2Wybz1kWZMjf4JCBikzHsl,0.571,0.738,4,-4.268,0,0.0412,0.134,4.21e-05,0.0747,0.476,123.001,226333,4
Låpsley,Long Way Home,Operator (He Doesn't Call Me),0OW4q99xXIpbiof4ao8Oet,0.734,0.596,2,-7.529,1,0.0407,0.0931,0.000777,0.308,0.311,120.009,204874,4
Klingande,Losing U,Losing U,1rsn0LRt5IpGp9a2KC5bTW,0.617,0.675,6,-6.695,1,0.0316,0.0938,9.45e-05,0.0945,0.224,122.009,217015,4
The Boxer Rebellion,Big Ideas,Big Ideas,7E4A4C0GkJxBNTbH5GGK9m,0.424,0.742,2,-7.119,1,0.0382,0.00307,0.341,0.409,0.38,131.935,266907,4
HÆLOS,Full Circle,Separate Lives,7x5wEE9Zi4JuRJUH6ZxNOm,0.297,0.77,4,-7.341,0,0.0603,0.0222,0.000522,0.107,0.317,93.741,287198,3
Frightened Rabbit,Painting Of A Panic Attack (Deluxe),Get Out,3CLxww7tug5DL2YGpFLX7R,0.366,0.859,1,-5.957,1,0.0531,0.0334,0.0774,0.139,0.569,178.021,201147,4
Nothing,Tired of Tomorrow (Deluxe Version),Vertigo Flowers,3xvVuLA3YYZPd5mx8NOnN6,0.167,0.95,4,-4.736,1,0.051,6.34e-05,0.313,0.33,0.166,151.821,204976,4
Mu,II,Vampire,6haBKMR86Flc0PUCVBLo2X,0.587,0.634,1,-9.439,1,0.0401,0.132,0.0287,0.0888,0.472,82.751,207341,4
Yung,A Youthful Dream,Pills,0ECUQ3afTD9BfngtamZuC1,0.18,0.954,4,-6.594,1,0.138,0.00061,0.491,0.365,0.598,157.32,223147,4
Great Good Fine Ok,Already Love,Already Love,72qwkxwEPAvHX5zhigT89f,0.646,0.751,10,-5.246,1,0.0683,0.0437,3.8e-05,0.112,0.879,172.04,214411,4
Kitten,Heaven or Somewhere in Between,Fall on Me,1whGgnvHVjlN4hIv6oS6nU,0.437,0.83,4,-6.018,1,0.0432,0.000773,0.000445,0.135,0.428,120.969,257086,4
The Kills,Ash & Ice,Doing It To Death,2hDtkP0ge2Gckcj7qi2NQ2,0.637,0.686,9,-8.03,1,0.0568,0.278,0.00702,0.0576,0.652,132.992,247794,4
The Dirty Nil,Higher Power,Zombie Eyed,2riNBqOwRnmAPyQmutSYrc,0.0943,0.922,3,-5.677,1,0.0767,5.64e-06,0.661,0.432,0.505,183.884,198746,4
Spirit Animal,Regular World,Regular World,1oLk1joW3h7TOeL0AkrRY0,0.418,0.768,9,-4.315,1,0.0508,0.00138,2.42e-05,0.105,0.467,151.873,218049,4
G-Eazy,When It's Dark Out,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,0.757,0.672,0,-6.524,0,0.0955,0.0186,0.0,0.158,0.382,111.996,251467,4
Meghan Trainor,Thank You (Deluxe Version),NO,0l0CvurVUrr2w3Jj1hOVFc,0.557,0.801,1,-3.602,0,0.218,0.0125,1.66e-06,0.737,0.654,92.135,213507,4
ZAYN,LIKE I WOULD,LIKE I WOULD,0WEVf4RhIrcr3S3ULBrt0T,0.565,0.832,10,-5.732,0,0.114,0.0247,0.0,0.26,0.233,112.827,192133,4
Willa,Swan,Swan,5RIIvNwYOzYyyADH1A0lPB,0.617,0.651,10,-4.03,0,0.0331,0.0977,0.0192,0.0671,0.577,66.019,181329,4
Frances,Things I've Never Said,Don't Worry About Me,7An9jFpCwjxvSzalvQICBd,0.661,0.131,2,-11.632,1,0.0685,0.968,5.44e-06,0.112,0.238,74.862,221947,4
Gwen Stefani,This Is What The Truth Feels Like,Misery,7AjveaJTT8WQn5UTEgvH1E,0.596,0.688,7,-6.874,1,0.313,0.0433,0.0,0.0801,0.317,189.995,206080,4
Seeb,Breathe,Breathe,0CvTKt7jr68v4YEg9oATjX,0.508,0.754,7,-5.708,0,0.185,0.00597,8.43e-06,0.307,0.383,119.892,240272,4
The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",Nana,084LwoVbV9TMRUSZUIkPmV,0.678,0.296,5,-11.525,1,0.0299,0.797,0.00348,0.113,0.245,111.018,238296,4
Joywave,SWISH,Life in a Bubble I Blew - bonus track,2gcqVTesDy08DOB2rV2Odt,0.655,0.759,8,-5.525,0,0.0268,0.373,0.0246,0.173,0.546,129.974,221202,4
TOTEM,Addicted,Addicted,2IGWmpG4uywCFBony9ysiR,0.631,0.526,0,-5.745,0,0.0607,0.208,0.0,0.257,0.291,140.052,226373,4
AURORA,All My Demons Greeting Me As A Friend (Deluxe),Warrior - Jeremy Wheatley Mix,5vJAEjJnBnm4nFKqzNq7dd,0.365,0.577,7,-5.499,1,0.0494,0.00464,0.111,0.0905,0.2,97.465,223040,3
Mako,Smoke Filled Room (Acoustic Session),Smoke Filled Room - Acoustic Session,0ncp94ULTBgS0U3GZD80AC,0.735,0.43,9,-9.532,1,0.0349,0.573,0.0,0.111,0.522,129.942,189660,4
Matt Gresham,Who Am I Now,Small Voices,4erBjv1jpR8TpiLzbBiB7y,0.671,0.514,7,-7.158,1,0.0643,0.000912,2.83e-05,0.0888,0.76,163.99,180277,4
Bear Hands,You'll Pay For This,Marathon Man,1gl030rADfLtFGKeXvH34m,0.681,0.812,1,-5.338,1,0.0304,0.000737,0.0504,0.275,0.775,125.037,252987,4
RKCB,Open Arms,Open Arms,55zlp5o9PPlJm0sa6tck4x,0.505,0.589,7,-7.513,1,0.281,0.31,7.12e-05,0.111,0.389,174.126,228966,4
Years & Years,Communion (Deluxe),Desire,6TMzuNLw1ZPgBqPKmnnObm,0.706,0.777,10,-4.591,0,0.0567,0.299,0.0,0.298,0.638,126.008,203204,4
Daniel Ellsworth & The Great Lakes,Bemidji,Always/Never,0JtqBFraioHX1LNryi2Ow9,0.574,0.951,2,-5.166,1,0.0532,0.00146,2.23e-05,0.112,0.757,117.372,235812,4
Weezer,California Kids,California Kids,2hwrrI9LSuiJPj1ASARI6s,0.422,0.953,3,-5.927,1,0.123,0.00351,1.03e-06,0.575,0.2,152.009,205427,4
Them Swoops,Alright For Me,Alright For Me,7DqkbUWtxFbbEdd9m3PJZh,0.558,0.727,4,-4.653,0,0.0338,0.000851,0.0,0.107,0.594,104.977,239172,4
The Joy Formidable,Hitch,Liana,0tO0MyJYp4ixWbgT5k6GHe,0.563,0.824,0,-5.874,1,0.0268,0.00148,0.313,0.0797,0.474,107.013,342173,4
LANY,WHERE THE HELL ARE MY FRIENDS,WHERE THE HELL ARE MY FRIENDS,0b8mGZFzNge8J9PsgGdudT,0.725,0.803,0,-3.797,1,0.0359,0.0784,0.000382,0.109,0.465,128.004,216180,4
Cedric Gervais,With You,With You,1ObQx60VdEzrUgwZeDRg1w,0.589,0.95,2,-2.742,0,0.341,0.0224,0.000119,0.161,0.674,127.835,191250,4
Gallant,In the Room: Weight in Gold (feat. Seal),In the Room: Weight in Gold (feat. Seal),23QHteB7xozjHwsDrONnHH,0.751,0.311,3,-11.528,1,0.0504,0.511,0.0,0.0722,0.462,119.944,205727,4
Mating Ritual,How You Gonna Stop It?,Cold (feat. Lizzy Land),0TEzIqiubHgPvd5kCQ9co6,0.367,0.782,0,-6.052,1,0.0397,0.00932,0.0693,0.124,0.339,169.679,297117,4
Brett Dennen,What's The Secret?,What's The Secret?,2LULP9JriUoeOQuVVuBspj,0.65,0.454,9,-9.463,1,0.0377,0.484,2.25e-05,0.11,0.797,153.0,169613,3
Sara Hartman,Satellite,Two Feet Off The Ground,3X2S1uC6F3N3WpJ9VU0UZp,0.791,0.731,9,-6.09,1,0.0434,0.647,3.71e-06,0.25,0.634,115.021,228067,4
Calum Scott,Only Human (Deluxe),Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,0.682,0.173,1,-8.749,1,0.0314,0.839,3.26e-05,0.0983,0.236,112.663,260285,4
Cold War Kids,Hold My Home,First,0kuSx4Cm1q6N6pOmCI9CRY,0.464,0.714,2,-3.969,1,0.0303,0.0225,1.62e-06,0.447,0.58,77.996,200947,4
Coldplay,A Head Full of Dreams,Up&Up,31L9yLXSj6LpCFupyMV6CR,0.48,0.718,7,-5.461,1,0.0603,0.0485,0.000343,0.102,0.252,163.987,405320,4
Coast Modern,Coast Modern,Hollow Life,2dq863fgcwToMdBxaPlyyT,0.634,0.743,8,-4.039,1,0.0392,0.00298,1.96e-06,0.0442,0.243,118.937,237880,4
X Ambassadors,VHS,Unsteady,7lGKEWMXVWWTt3X71Bv44I,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,193547,4
Atlas Genius,Inanimate Objects,Stockholm,7tKnaB8gsXxyPScxEwzQ9N,0.568,0.746,7,-5.437,1,0.0462,0.0054,0.0,0.162,0.409,125.04,191640,4
Mainland,Outcast,Outcast,0vN3ukgmpzsDy5LJWSLctt,0.49,0.866,4,-4.737,0,0.0446,0.00117,3.06e-05,0.122,0.685,155.998,230120,4
Vance Joy,Dream Your Life Away (Special Edition),Fire and the Flood,6liNJDyWJjyHAgDnAX95bw,0.596,0.827,5,-4.402,1,0.0372,0.0242,0.0,0.0958,0.329,115.034,249382,4
Death Cab for Cutie,Kintsugi,Good Help (Is So Hard to Find),7C1p70Zs3pBZEQGeWMF8sS,0.705,0.856,9,-5.921,1,0.0423,0.0414,0.00228,0.0666,0.765,117.005,285600,4
Twenty One Pilots,Blurryface,Ride,2Z8WuEywRWYTKe1NybPQEW,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4
Twenty One Pilots,Blurryface,Heavydirtysoul,7i9763l5SSfOnqZ35VOcfy,0.613,0.873,7,-6.376,0,0.0449,0.00397,0.00111,0.367,0.392,129.989,234813,4
New Politics,Vikings,Girl Crush,1Nh3lQFZsnyCmFPCK93avB,0.476,0.969,6,-2.696,1,0.122,0.000646,0.0,0.148,0.703,149.931,174333,4
Flight Facilities,Down To Earth,Crave You,2cEVcPslk7RwcqDpLA6Mhu,0.921,0.477,1,-8.962,0,0.0828,0.109,0.0,0.0793,0.311,120.044,234777,4
ZAYN,BeFoUr,BeFoUr,1yjrikPgranwjVMbVDsRcF,0.679,0.629,4,-7.981,0,0.0318,0.242,0.012,0.122,0.186,102.005,208920,4
Kygo,Fragile,Fragile,0L6UCE1Y0KX3MF2AtxlntI,0.47,0.422,5,-7.474,1,0.0522,0.177,0.000216,0.0879,0.218,149.505,230961,4
Jaheim,Struggle Love,Struggle Love,4S4POazvZWy2oZ8YhW5l0Q,0.555,0.743,11,-6.177,1,0.102,0.567,0.0,0.0775,0.787,83.489,228175,4
Adam Lambert,Welcome To The Show (feat. Laleh),Welcome to the Show (feat. Laleh),0EXNZugHTbZ14UB2kALhy9,0.305,0.731,10,-4.859,0,0.24,0.156,0.0,0.0646,0.324,79.017,201869,3
White Sea,Arcadia,Arcadia,7uCjvSsSAkWicLLqYnrWw6,0.521,0.927,11,-5.496,0,0.121,0.03,0.00116,0.077,0.802,183.953,225367,4
Mura Masa,Mura Masa,What If I Go? (feat. Bonzai),2tHfNQnj50VoMZga2rpfdA,0.56,0.533,7,-7.804,1,0.388,0.194,1.4e-05,0.0919,0.908,200.066,195467,4
Ariana Grande,Dangerous Woman,Be Alright,6f5TuB9WtbA1g49A4DcMQ4,0.813,0.456,1,-7.667,0,0.0685,0.169,2.85e-06,0.105,0.587,108.801,179293,4
Syn Cole,The Daze,The Daze,42dgDrB3zPX079yk7QjAjc,0.717,0.854,2,-3.994,0,0.057,0.0133,0.0108,0.248,0.467,119.985,164000,4
REYNA,Ink on My Skin,Ink on My Skin,2FHm3FJKE5ob9rv9lCO7Zz,0.465,0.894,2,-5.327,1,0.0578,0.0184,5.05e-06,0.083,0.598,174.201,195413,4
The War On Drugs,Day of the Dead,Touch of Grey,61zY5DkjMbSJriXUsVChjZ,0.521,0.882,11,-6.262,1,0.0338,0.00506,0.00632,0.183,0.863,151.588,316699,4
Fifth Harmony,7/27 (Deluxe),The Life,06qKsOkkOeZzGyciSEuyJb,0.739,0.762,0,-5.633,1,0.0486,0.171,0.0,0.107,0.744,104.0,200893,4
Meghan Trainor,Thank You (Deluxe Version),Watch Me Do,7Jw7oOzXLYtSKCA8eqNxKK,0.848,0.686,11,-2.674,0,0.0507,0.00208,0.00574,0.0839,0.653,112.03,169773,4
Kenny Chesney,Cosmic Hallelujah,Noise,0XN2BcoaKE4Z2hnq1ZeDY1,0.58,0.799,0,-4.146,1,0.028,0.0095,0.0,0.0925,0.583,109.965,203760,4
Giovanni James,Whutcha Want,Whutcha Want,0MU15Maz7dmKVxEmHBUcSZ,0.689,0.952,0,-3.254,1,0.346,0.138,0.0,0.42,0.698,135.58,151099,4
Florrie,Real Love (Cahill Radio Mix),Real Love - Cahill Radio Mix,2FzutUc0FvAJhbkVIFHAkj,0.611,0.875,5,-3.901,1,0.058,0.0061,0.0,0.351,0.503,123.039,207813,4
Bonzai,Sleepy Hungry - EP,Where Are U Now,330W9ItHr4wUgyvC0WKMHF,0.665,0.522,2,-9.694,1,0.143,0.321,0.78,0.149,0.224,135.014,232907,4
JMR,Ritual,Found My Religion,6u8CllnzljscYOHsZ1IRIx,0.655,0.436,1,-12.111,0,0.0552,0.151,0.000824,0.104,0.367,123.063,229413,4
gnash,us,fragile (feat. WRENN),5AZRYcTovT2oGYpoOuCxqB,0.599,0.102,4,-15.901,1,0.0333,0.786,3.52e-06,0.133,0.124,133.682,185030,4
ZAYN,Mind Of Mine (Deluxe Edition),sHe,48qaQk75LoWs5qgsZgbkA5,0.555,0.532,8,-7.349,1,0.0765,0.0461,0.0,0.117,0.668,91.245,189960,4
Clairity,Broken Things,Broken Things,6e2xm1G0tlzEBgvOFhNHdX,0.45,0.524,8,-7.595,1,0.0713,0.243,2.97e-05,0.0857,0.145,139.99,247093,4
RJD2,Dame Fortune,Peace of What,2o2KHNSVo9VNwMTZkKqHMb,0.744,0.775,4,-4.786,0,0.0597,0.134,0.000249,0.137,0.487,105.116,209306,4
Elephante,I Am The Elephante,Closer,76tauo0qVXT7o5O2DIYtlu,0.506,0.923,2,-3.371,1,0.0776,0.0719,0.000279,0.144,0.512,125.02,211200,4
Flo Rida,Who's with Me,Who's with Me,6U7L9u7f7HO27QCOA7ENnp,0.522,0.763,8,-2.858,1,0.156,0.0324,0.000448,0.296,0.624,168.381,210983,4
Fitz and The Tantrums,HandClap,HandClap,0y3fi7fknIXOxnkbUgzT3n,0.633,0.833,8,-3.001,1,0.043,0.00615,0.000148,0.0827,0.693,139.963,193173,4
K. Michelle,More Issues Than Vogue,If It Ain't Love,3BpegJ1YvYOZzGsrcLYxFz,0.476,0.493,4,-6.834,1,0.0293,0.473,0.0,0.0785,0.29,136.693,266160,3
The Goo Goo Dolls,Boxes,Over and Over,7aJRfhXQ5Y5Dr3NU4gnXBh,0.557,0.827,3,-4.918,1,0.0344,0.0127,5.79e-05,0.0883,0.182,123.044,247867,4
Corinne Bailey Rae,The Heart Speaks In Whispers (Deluxe),Stop Where You Are,3PGkgqMnifVrOPxoVE4HrK,0.354,0.323,0,-8.804,1,0.0318,0.474,0.0341,0.15,0.0755,156.019,250253,4
RIVVRS,Unfamiliar Skin,I Will Follow You,17P3Xn2n1vYgbUjAxHIiXf,0.557,0.892,0,-5.756,1,0.0372,0.00413,1.52e-06,0.271,0.452,97.026,203680,4
RØMANS,Silence,Silence - AlunaGeorge Edit,0quVa71YTeibu8QWjkrpYt,0.596,0.646,7,-4.549,1,0.0285,0.0482,3.56e-06,0.092,0.128,115.903,203206,3
MAGIC!,Lay You Down Easy,Lay You Down Easy,4FTOFgpECL4tlu8DljL0XM,0.644,0.868,6,-5.301,1,0.0738,0.0476,0.0,0.28,0.947,89.971,163246,4
Seven Lions,Creation,Coming Home,6EfXW7sXZcr2X2bGHNHBAA,0.496,0.812,7,-4.634,1,0.0372,0.00638,0.0,0.501,0.349,125.968,188840,4
Giovanni James,Whutcha Want,Shining,29KPpgM8yinLvf2fszI9vS,0.863,0.732,8,-4.936,1,0.0735,0.0671,3.31e-05,0.142,0.906,122.036,216788,4
Justin Jay,Fantastic Voyage Pt. 1 (Radio Edit),Weatherman - Radio Edit,50zhD6wuVv7OUPw3aYN1fi,0.745,0.64,9,-7.31,1,0.0374,0.0569,0.0236,0.132,0.266,121.993,239572,4
Big Wild,Aftergold,Aftergold,25qstCHMJuBEoRvj7vfRG2,0.602,0.901,8,-3.842,0,0.0854,0.0104,0.00677,0.0799,0.362,94.57,191007,4
Biffy Clyro,Wolves of Winter,Wolves of Winter,276BiOUCz2cMLxAY8ERvEU,0.546,0.857,5,-4.748,1,0.0445,0.00031,0.00111,0.384,0.373,110.293,248517,3
Birdy,Beautiful Lies,Wild Horses,6IEc8l3p6Z5OBLMFg6Z2V1,0.586,0.745,8,-6.88,1,0.0656,0.046,0.0,0.099,0.756,84.734,181606,4
Emma Louise,Supercry,Talk Baby Talk,4USQznZqOXzqsirygndXYF,0.631,0.303,11,-10.567,0,0.0343,0.318,0.0,0.149,0.293,135.853,194707,4
ZAYN,Mind Of Mine (Deluxe Edition),BRIGHT,1V7dfxBuI7pOysGAKm6w3S,0.504,0.458,5,-9.06,0,0.102,0.233,0.00278,0.0977,0.416,118.161,176333,4
ZAYN,Mind Of Mine (Deluxe Edition),rEaR vIeW,6LWS6iYUZKYHNl2VwNytpo,0.719,0.614,9,-5.354,0,0.0327,0.611,1.4e-05,0.108,0.69,95.988,201293,4
ZAYN,Mind Of Mine (Deluxe Edition),wRoNg,7iCeaYJSEdGWeFNTAEqUzJ,0.614,0.475,7,-8.642,0,0.0362,0.395,1.06e-06,0.265,0.422,99.968,212747,4
